,codigo,nome,indicador,uf
97,503644000100,BRASFERMA LTDA,"6,29205E+11",MG
98,1095360000187,METALVEST INDÚSTRIA E COMÉRCIO EIRELI,"6,29649E+11",MG
99,1722901000150,COML ELETRICA CIDADE LTDA,"7,02344E+12",MG
100,2291141000136,CR MAQUINAS E EQUIPAMENTOS EIRELI,10635010003,MG
101,3368371000119,DANILO APARECIDO BORELLA - EPP,"1,86171E+12",MG
102,4846613000103,CELER BIOTECNOLOGIA S/A,"6,23111E+11",MG
103,7048323000102,RC RAMOS COMERCIO LTDA ME,12304840078,MG
104,8676370000155,DIST. DE MEDICAMENTOS PRO SAUDE LTD,10428180043,MG
105,13579783000151,MARCELO MOHALLEM EPP,17666040024,MG
106,17238122000113,MERCADAO DO PRODUTOR DE JANUARIA EIRELI,"3,5237E+12",MG
107,21268634000108,MULTIPLIER DISTRIBUIDORA EIRELI EPP,24525260050,MG
108,25052801000121,ANA FLAVIA GARCIA CHAGAS ME,27821910090,MG
109,26003411000124,GISELI GUERREIRO GONCALES,28174520040,MG
110,29455568000189,DISTRIBUIDORA VIB LTDA,31116140012,MG
111,37898479000135,ALPHA COMERCIO DE MATERIAIS DESCARTAVEIS E LIMPEZA LTDA,37949240083,MG
112,11923577000191,J.B COMERCIO E SERVICOS EIRELI EPP,82709734,ES
113,21344057000188,YM COMERCIO E SERVICOS LTDA,83409491,ES
114,26863493000187,"WR LICITACOES INDUSTRIA, COMERCIO E SERVICOS LTDA",83235779,ES
115,27355635000168,MECANICA DO TREVO PECAS E ACES. LTDA - EPP,80682944,ES
116,27874317000103,ARGUS ATACADISTA LTDA,83322345,ES
117,42682040000100,H MARTINS COMERCIO E SERVICOS LTDA,83788140,ES
118,65147399000183,SET COMPUTADORES E SERVICOS LTDA,83695885,ES
119,1015704000109,RUNTIME ELETRONICA LTDA. - ME,85610384,RJ
120,2340772000106,CIRURGICA COPACABANA 2000 EIRELI,86314525,RJ
121,2482141000113,DENTAL BONSUCESSO PRODUTOS ODONTOLOGICOS LTDA,86331829,RJ
122,11909283000105,IP RAMOS COM.DE MAT.DE LIMPEZA,79059536,RJ
123,12208470000124,NOVA MAY COM. DE DESC. LIMPEZA LTDA,79120081,RJ
124,14883212000179,4-MEDICA PRODUTOS HOSPITALARES EIRELI,79590380,RJ
125,16566588000185,SERMED COMERCIO DE MATERIAL HOSPITALAR LTDA EPP,79721948,RJ
126,17526067000167,VIPE COMERCIAL EIRELI EPP,79863360,RJ
127,20515983000106,TOP MIX COMERCIO E SERVIÇOS EIRELI - EPP,87201996,RJ
128,20676345000177,PROEXI COMERCIO EXPORTACAO E IMPORTACAO,86743477,RJ
129,22965625000120,LABUTAR DISTRIBUIDORA E PRESTADORA DE SERVICOS EIRELI,86976196,RJ
130,23121810000100,G A - MEDICAL LTDA,86997789,RJ
131,31004013000162,LIVRARIA DA TRAVESSA LTDA,83072091,RJ
132,31004013000839,LIVRARIA DA TRAVESSA LTDA,78177225,RJ
133,31004013001053,LIVRARIA DA TRAVESSA LTDA,78769220,RJ
134,33456582000174,BELLA 2 COMERCIO DE DESCARTAVEIS LTDA,11418945,RJ
135,40175705000164,CEI COMERCIO EXP E IMP DE MAT MED LTDA,84248304,RJ
136,41017223000149,ZENITE COMERCIO E IMPORTACAO EIRELI,11998054,RJ
137,42429480000150,FUNDACAO UNIVERSITARIA JOSE BONIFACIO,95003494,RJ
138,42658139000177,SL SALES COMERCIO E SERVICOS EIRELI,12139560,RJ
139,462691000145,UPS SCS LOGISTICA BRASIL LTDA.,"2,4105E+11",SP
140,1061762000160,DELFINI INDUSTRIA COMERCIO LTDA,"1,8113E+11",SP
141,1231358000198,LIMA GAS DISTRIBUIDORA EIRELLI,"1,14695E+11",SP
142,1346134000121,GG COMERCIO DE MAT CONSTR FERN. EIRELI,"3,04045E+11",SP
143,1689548000153,RARAPER SERVICOS AUTOMOTIVOS LTDA,"6,45249E+11",SP
144,4919019000197,ALFAPLAST COM. PROD. P/ LAB. LTDA. ME.,"1,16363E+11",SP
145,9568406000140,ASSOC. PROD. E OLER. DE LINS E REGIAO,"4,19053E+11",SP
146,10176887000127,NITROVALLE DISTRIBUIDORA DE NITROGENIO LIQUIDO EIRELI,"3,04135E+11",SP
147,10221978000137,EE9 COMERCIO DE PECAS AUTOMOTIVAS LTDA  EPP,"1,4822E+11",SP
148,10607658000110,COOP DA AGRICULT FAMILIAR E AGROECOLOGIA (COOPERACRA),"1,65368E+11",SP
149,11311279000140,EUNICE MARIA GONCALVES DE OLIVEIRA- EPP,"1,48876E+11",SP
150,15448112000187,PINEX COMERCIAL IMPORTADORA E SERVICOS - EPP,"1,45221E+11",SP
151,16695242000187,CONTROLSAFE COM DE EQUIP. DE SEG. EIRELI,"6,69787E+11",SP
152,26469329000190,PNEUVALE AUTO CENTER LTDA,"6,45809E+11",SP
153,28545344000103,QUIMIGOL IMPORTACAO E COMERCIO LTDA,"1,18472E+11",SP
154,28863509000187,LUFT COMERCIO ELETRONICO E LOGISTICA LTDA,"2,41101E+11",SP
155,30754325000120,MEDSI DISTRIBUIDORA DE MEDICAMENTOS LTDA.,"7,98154E+11",SP
156,32075199000103,CUBOMED  COMERCIO ATACADISTA DE PRODUTOS PARA SAUDE EIRELI,"6,36374E+11",SP
157,44456192000110,MOTOCLINICA COM PEC SERV AUTOS LTDA,"2,09032E+11",SP
158,2536680000198,HYPERDINAMICA REPRESENT COMERCIAIS LTDA,9020125753,PR
159,6983028000172,S CERON DE OLIVEIRA,9087840147,PR
160,8331877000177,ADVANCED COMERCIO DE EQUIPAMENTOS LTDA,9038484483,PR
161,10670020000123,MI COMERCIO DE MATERIAS LTDA,9047283814,PR
162,17767927000154,CENTRO AUTOMOTIVO PERDIZES EIRELI -ME,9062410725,PR
163,19292314000133,ZS TEXTIL IND. DE CONFEC. EIRELI - EPP,9064960625,PR
164,25279552000101,DISTRIBUIDORA DE MEDICAMENTOS BACKES EIRELI,9072724949,PR
165,41272326000155,BONIBOM COMERCIO DE ALIMENTOS EIRELI,9088529828,PR
166,76730076000134,J.R. EHLKE & CIA LTDA,1012355803,PR
167,84971076000154,ATINAIUR ANTONIO PIRES SAPPER,7011664509,PR
168,6195441000172,EVAPORCLIMA PLACAS EVAPORATIVAS LTDA EPP,254743595,SC
169,9614581000126,VOLTCOM DO BRASIL LTDA - ME,256000379,SC
170,61752820000124,TECNICA PERMATRON INDUSTRIA E COMERCIO LTDA ME,254114652,SC
171,6937686000128,SIDNEI PAULO RADAELLI EIRELI,20119984,RS
172,11396328000195,COOPERATIVA UNIAO,230055737,RS
173,12087446000184,FULLPRINT COPIADORAS LTDA,910309930,RS
174,22211647000103,VIANA EMPREENDIMENTOS EMPRESARIAIS LTDA.,870113208,RS
175,93440717000135,MARCO ANTONIO FOLETTO,4050000660,RS
176,97221659000100,ELISEU EDISON SCHNEIDER ME,963699326,RS
177,2916265019189,JBS S/A,283758392,MS
178,33148231000104,LICIT COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI,284386014,MS
179,37262218000124,UNIAO COMERCIO TAKARA EIRELI,284500674,MS
180,2916265001050,JBS S/A,131967452,MT
181,2916265010394,JBS S/A,133319946,MT
182,5271529000163,MEGA OESTE LTDA - EPP,132113198,MT
183,29106687000126,HR COMERCIO E SERVICOS EIRELI,107104865,GO
184,29740150000113,TECH MED DIST. DE MED. E MAT. HOSP. EIRELI,107209870,GO
185,63263000140,LABORATORIO SANTA PAULA LTDA - EPP,"7,31726E+11",DF
186,441200000180,SERGIO MACHADO REIS EPP,"7,35054E+11",DF
187,502302000168,MUNDIAL RESIDENCE TRANSPORTES E LOGISTICA LTDA,"7,34576E+11",DF
188,616789000100,REIMAQ ASSISTENCIA TECNICA DE DUPLICADORES EIRELI- EPP,"7,33109E+11",DF
189,735860000173,ASSOCIACAO DOS MEDICOS DE HOSPITAIS PRIVADOS DO DF,"7,3367E+11",DF
190,1096716000105,FP GLOBAL LOCAÇÃO DE MÃO DE OBRA E SERVIÇOS ADMINISTRATIVOS,"7,8814E+11",DF
191,1608603000133,SERVEGEL SOLUCOES LTDA,"7,3157E+11",DF
192,1708458000162,VISAO ADM E CONSTRUCAO EIRELI,"7,37222E+11",DF
193,2007037000177,ENCOM ENERGIA E COMERCIO LTDA,"7,31913E+11",DF
194,2282727000134,ZEPIM SEGURANCA E VIGILANCIA EIRELI,"7,38014E+11",DF
195,2604476000167,CLIMATICA ENGENHARIA EIRELI,"7,38668E+11",DF
196,3509498000100,FIELDS COMUNICACAO LTDA.,"7,4735E+11",DF
197,3637261000105,RAV - RENOVANDO A VIDA,"7,52423E+11",DF
198,4198254000117,MCR SISTEMAS E CONSULTORIA LTDA,"7,418E+11",DF
199,4224681000122,"FISIOTRAUMA CLINICA DE FISIOTERAPIA, ESTETICA E TERAPIAS","7,4186E+11",DF
200,4407207000136,EURO SEGURANÇA PRIVADA EIRELI,"7,68911E+11",DF
201,4784569000227,CALIAY2 PROPAGANDA E MARKETING LTDA,"7,56796E+11",DF
202,5161772000129,DUTOS QUIMICA LTDA-ME,"7,43594E+11",DF
203,5283260000135,W & E SERVICOS TECNICOS EIRELI - EPP,"7,43793E+11",DF
204,5359094000103,BR MAIS COMUNICAÇÃO LTDA,"7,49967E+11",DF
205,6885830000120,LINK INFORMATICA EIRELI EPP,"7,4586E+11",DF
206,6950757000122,BSB MED SEGURANCA E MEDICINA DO TRABALHO LTDA,"7,45864E+11",DF
207,7196243000277,INFINITA ASSISTENCIA MEDICA E HOSPITALAR LTDA,"7,46338E+11",DF
208,8173071000106,R E R SERVICOS DE LIMPEZA E CONSERVACAO LTDA,"7,47882E+11",DF
209,8414767000179,CAPITAL SERVICE SERVICOS PROFISSIONAIS EIRELI,"7,48156E+11",DF
210,8656163000139,WIVVO SERVICOS E TECNOLOGIA LTDA,"7,48458E+11",DF
211,8877074000112,DIGITAL SEGURANCA ELETRONICA LTDA - ME,"7,48833E+11",DF
212,9167810000101,BMS TREINAMENTOS EMPRESARIAIS EIRELI,"7,49489E+11",DF
213,9267406000100,VISAN SEGURANCA PRIVADA EIRELI,"7,49704E+11",DF
214,10563037000181,VISAN SERVICOS TECNICOS ADMINISTRATIVOS TERCEIRIZADOS LTDA,"7,77998E+11",DF
215,10902520000143,CASA LIMPA DEDETIZADORA LTDA,"7,52257E+11",DF
216,10926280000117,ALL TECH ELEVADORES E SERVICOS LTDA,"7,52306E+11",DF
217,10947243000195,LINEAR COMUNICACAO LTDA - EPP,"7,52354E+11",DF
218,11385361000110,SIGA SERVICOS ESPECIALIZADOS E FACILITIES EIRELI.,"7,53226E+11",DF
219,11429182000137,CLINICA RESSONANCE LTDA,"7,53269E+11",DF
220,11493941000120,ATAX - EMPREENDIMENTOS COMERCIAIS EIRELI,"7,6464E+11",DF
221,11523806000180,ZK CONSERVACAO E LIMPEZA EIRELI,"7,65363E+11",DF
222,11905103000117,LIGHTBASE SERV E CONSULTORIA EM SOFTWARE PUBLICO LTDA - EPP,"7,53917E+11",DF
223,12010075000132,RRM SERVICOS E COMERCIO DE CARTUCHOS LTDA,"7,54051E+11",DF
224,13649407000196,CLINICA DOMICILIAR SANTA CAMILA LTDA,"7,57334E+11",DF
225,14517554000175,LOTUS DF SERVICOS E LOGISTICA EIRELI,"7,71171E+11",DF
226,15460727000129,INSTITUTO ABBA PAI,"7,65776E+11",DF
227,16650774000106,ALFA E OMEGA SERVICOS TERCEIRIZADOS E EVENTOS LTDAMANUTENC,"7,61807E+11",DF
228,18450238000184,PEDRO EDENIR DA ROCHA,"7,65018E+11",DF
229,19525226000134,VOSSI TELECOM LTDA,"7,66847E+11",DF
230,19877285000252,LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A,"7,72911E+11",DF
231,21312906000111,KHENOSIS CLINICA DE SAUDE MENTAL COACHING E REMOCAO LTDA,"7,70062E+11",DF
232,22575793000100,CRUZEIRO SERVICOS TECNICOS EIRELI,"7,72397E+11",DF
233,23230795000120,VS VIEIRA & SANTOS COM.ART.PAP.EIRELI-ME,"7,73617E+11",DF
234,23518717000125,3R AMBIENTAL COMERCIO E TRANSPORTE LTDA,"7,74128E+11",DF
235,23972729000125,TF ENGENHARIA E REPRESENTACOES LTDA - ME,"7,75215E+11",DF
236,24377448000197,UNITY COMERCIO E SERVICOS AUTOMOTIVOS LTDA - ME,"7,76018E+11",DF
237,26297247000105,NGSX SERVICOS ESPECIALIZADOS EM SEGURANCA DA INFORMACAO LTDA,"7,78559E+11",DF
238,26444653000153,ASSOCIACAO CENTRO DE TREINAMENTO DE ED. FISICA ESP,"7,35808E+11",DF
239,33683111000280,BRASILIA,"7,33474E+11",DF
240,35339031000156,UNT PECAS E SERVICOS AUTOMOTIVOS EIRELI,"7,9503E+11",DF
241,37077716000105,CITY SERVICE SEGURANCA LTDA,"7,31638E+11",DF
242,38068664000165,PRISMA SYS SERVICOS E COMERCIO DE INFORMATICA LTDA EPP,"7,42448E+11",DF
243,42291390000146,INFINITY PHARMA COMERCIO E REPRESENTACOES DE MEDICAMENTOS,"8,06173E+11",DF
244,57118929000218,NOVA S/B COMUNICACAO S.A.,"7,45473E+11",DF
245,61704482000406,AGENCIA NACIONAL DE PROPAGANDA LTDA.,"7,50387E+11",DF
246,72645872000118,CTX TECNOLOGIA E EQUIPAMENTOS EIRELI EPP,"7,35244E+11",DF
247,88633680000202,OSM CONSULTORIA E SISTEMAS LTDA,"7,32864E+11",DF
248,11292392000126,"DANTAS COMERCIO, REPRESENTACOES E SERVICOS LTDA-EPP",152924426,PA
249,40929669000187,MEDDY SOLUCOES INTEGRADAS EM SAUDE LTDA,12268270,RJ
250,33337122020314,IPIRANGA PRODUTOS DE PETROLEO SA,12624594,PE
251,34274233032993,VIBRA ENERGIA S.A,12670359,PE
252,73702649000128,PREMIER COMERCIO DE ALIMENTOS LTDA,85209574,RJ
253,34274233009584,VIBRA ENERGIA S.A,80175442,RJ
254,33337122008454,IPIRANGA PRODUTOS DE PETROLEO SA,"7,33475E+11",DF
255,1108177003780,NOKIA SOLUTIONS AND NETWORKS DO BRASIL TELECOMUNICACOES LTDA,9049110038,PR
256,69599884000149,MC MORAIS- ME,194268411,PI
257,33337122022520,IPIRANGA PRODUTOS DE PETROLEO SA,253231027,SC
258,64799539000488,TECNOSET INFORMATICA PROD. E SERVS. LTDA,38230593,PE
259,12925007000101,MERCOSCIENCE COMERCIAL LTDA - ME,"6,83013E+11",SP
260,34274233006488,VIBRA ENERGIA S.A,"2,06005E+11",SP
261,24565031000158,SERVEN COMERCIO DE ALIMENTOS LTDA - ME,240301465,RR
262,34307295000165,COMPANHIA DE GAS DO ESPIRITO SANTO,83593063,ES
263,10511650000155,ECCAGIO COMERCIO DE ALIMENTOS LTDA,78663804,RJ
264,37938356000180,LIVIA C N Y  BARAÚNA,169626860,BA
265,8830495000198,CLINICA DE PSICOLOGIA ACOLHER LTDA - ME,"7,4876E+11",DF
266,34274233026160,VIBRA ENERGIA S.A,280902395,MS
267,1449930000513,SIEMENS HEALTHCARE DIAGNÓSTICOS LTDA,"4,07366E+11",SP
268,36295879000193,WALDETE F. DE SOUZA EIRELI,156807564,PA
269,2368789000163,INDUSTRIA DE POLPA DE FRUTAS NATURAL SABOR,161206905,PB
270,27120416000108,EDWINEY SEBASTIAO CUPERTINO - EIRELI - ME,29149570048,MG
271,34274233009746,VIBRA ENERGIA S.A,17566,RO
272,16820052001540,PRIMA FOODS S.A.,104390514,GO
273,19600228000140,ARCANJOS COMERCIAL DE ALIMENTOS EIRELI ME,"7,66966E+11",DF
274,31329483000104,THIAGO DA CRUZ CLEMENTE - ME,"3,98137E+11",SP
275,5652247000378,LUMIAR HEALTH BUILDERS EQUIPAMENTOS HOSPITALARES LTDA,78712090,RJ
276,33255787000191,IBF INDUSTRIA BRASILEIRA DE FILMES S/A,80652712,RJ
277,8345105000194,ASSOCIAÇÃO DE MULHERES LUTADORAS DE LILÁS  DO BOQUEIRÃO,202044483,RN
278,11319557000106,DENTECK AR CONDICIONADO LTDA,2440037308,RS
279,8220930000162,CODEPE COMBUSTIVEIS LTDA,"1,01837E+11",AC
280,9608095000103,MEDMACH SOLUCOES HOSPITALARES LTDA,87266877,RJ
281,1651522000116,TECNISAN SIST OPERACIONAIS SANEAMENTO EIRELI,290303257,RS
282,9216620000137,BRS SUPRIMENTOS CORPORATIVOS S/A,1240248412,RS
283,2981979000151,COOPERATIVA DE PRODUCAO AGROPECUARIA E SERVICOS SANTA BARBAR,66426316,CE
284,43569880000124,ALINE CORREIA CARVALHO 07439036506,185262330,BA
285,27376411000132,KT ENGENHARIA E COMPONENTES ELETRONICOS LTDA,87345750,RJ
286,6245071000130,ALIVIO - CLINICA DE FISIOTERAPIA E FONOAUDIOLOGIA LTDA - ME,"7,45549E+11",DF
287,73264251000157,HEXAGONO QUIMICA E EQPS. EIRELI - EPP,84908991,RJ
288,5637139000164,MARCELO DOS SANTOS BARBOSA - EPP,"2,06209E+11",SP
289,26988501000111,ASSOCIACAO MEDICA DO CORPO CLINICO DO HOSPITAL PRONTONORTE,"7,32121E+11",DF
290,22065938000122,CCK COMERCIAL EIRELI,257869042,SC
291,69069904000170,CORTICAL COMERCIO E PRODUTOS CIRURGICO LTDA,"5,8234E+11",SP
292,34597955001323,WHITE MARTINS GASES INDSNORTE LTDA,151450706,PA
293,9211999000192,VISIONARIA COMERCIO E SERVICOS EM GERAL LTDA,78495677,RJ
294,10648539000296,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TEC. DO SUL DE MG",15562360152,MG
295,33009945000204,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A,103684468,GO
296,17464362000136,PHENIX COMERCIO E SERVICOS EM GERAL EIRELI,79848069,RJ
297,6048539000105,SH INFORMATICA LTDA.,283297182,MS
298,26392234000115,RVA BRASILIA CONSTRUCOES LTDA EPP,"7,78666E+11",DF
299,8692553000164,ETP - EQUIP TERAP PERSONALIZADOS COM LTDA - ME,10332160025,MG
300,28729029000128,RBR COMERCIO & TRANSPORTE EIRELI,"1,05431E+11",AC
301,50046291000127,EMPÓRIO FAHL LTDA EPP,"6,71391E+11",SP
302,40095452000119,SAULO AMORIM DE OLIVEIRA 00068345151,108216209,GO
303,11777162000157,BASIS TECNOLOGIA DA INFORMACAO S.A.,"7,60597E+11",DF
304,14062549000115,H3D SOLUCOES DE TELEINFORMATICA LTDA EPP,"7,58182E+11",DF
305,43586321000122,CANDANGO ATACAREJO DIST. E COM. VAREJISTA DE ELETRO. LTDA,"8,08525E+11",DF
306,4392834000140,TAC COMERCIAL DE ALIMENTOS E SERVICOS LTDA,55442299,BA
307,40315132000127,C R LADIKA SERVICOS DE APOIO LTDA,9087509858,PR
308,3790072000178,COOP.DOS AGRICULTORES E PEC.DA REG.DO BAIXO ACRE,"1,01041E+11",AC
309,7628070000138,INDUSTRIA E COMERCIO COLCHOES ORTHOVIDA LTDA EPP,"2,0942E+12",MG
310,17856676000184,ENERGIZA ENGENHARIA EIRELI,"7,7524E+11",DF
311,91824383000178,ASTOR STAUDT COMERCIO DE PRODUTOS EDUCATIVOS EIRELI,470023171,RS
312,4224699000124,ORTO&CLÍNICA MOREIRA TELLES S/C,"7,41874E+11",DF
313,10626575000178,COMSUP COMERCIAL DE ALIMENTOS EIRELI,78701030,RJ
314,696483000100,DIAMANTINA COMERCIO E SERVICOS EIRELI - ME,"7,73427E+11",DF
315,18720938000141,FUNDACAO DE DESENVOLVIMENTO DA PESQUISA,ISENTO,MG
316,34588179000161,ERMES L BIAZUS JUNIOR COMERCIO ATACADISTA E VAREJO,284420654,MS
